VK;Wort;Prozent;Worteinordnung;filtername;kommt von…;Anmerkung;Sprache;schon bearbeitet
1;POWERLEVELING;0.03 %;entlehnung;;extrem schneller stufenanstieg;;e;x
1;DURCHSCHNITTLICHEM;0.03 %;;;;unwichtig;;x
1;üRRASIER;0.03 %;;;;unwichtig;;x
1;SPASS;0.03 %;;;;unwichtig;;x
1;PVP(ARENA;0.03 %;;;;ersetzt;;x
1;RNDS;0.03 %;;;;ersetzt;;x
1;1DAY;0.03 %;;;;ersetzt;;x
1;LR/W;0.03 %;;;;ersetzt;;x
1;DURCH;0.03 %;;;;unwichtig;;x
1;FEAR;0.03 %;entlehnung;;furcht;;e;x
1;LR.../W;0.03 %;;;;ersetzt;;x
1;FESTPREIS;0.03 %;;;;unwichtig;;x
1;HEART;0.03 %;;;;unwichtig;;x
1;SPIELPAUSE;0.03 %;;;;unwichtig;;x
1;SHMY;0.03 %;;;;ersetzt;;x
1;BLAUES;0.03 %;;;;unwichtig;;x
1;RATINGPUSH;0.03 %;;;;;e;x
1;1704LR;0.03 %;;;;ersetzt;;x
1;EP;0.03 %;;;;ersetzt;;x
1;2ER/3ER;0.03 %;;;;unwichtig;;x
1;PALY;0.03 %;;;;ersetzt;;x
1;BE;0.03 %;;;;unwichtig;;x
1;ICC25HC;0.03 %;;;;ersetzt;;x
1;LOOK;0.03 %;;;;unwichtig;;x
1;1RSHAMY;0.03 %;;;;ersetzt;;x
1;CAN;0.03 %;;;;unwichtig;;x
1;PLAY;0.03 %;;;;unwichtig;;x
1;LDERER;0.03 %;;;;ersetzt;;x
1;ZURüCK;0.03 %;;;;unwichtig;;x
1;WEITERES;0.03 %;;;;unwichtig;;x
1;BORGT;0.03 %;;;;unwichtig;;x
1;NER;0.03 %;;;;unwichtig;;x
1;URSELF;0.03 %;;;;unwichtig;;x
1;OUR;0.03 %;;;;unwichtig;;x
1;PVP-ORIENTIERTE;0.03 %;;;;ersetzt;;x
1;NORMAL;0.03 %;;;;unwichtig;;x
1;BOSSFIGHT;0.03 %;entlehnung;;kampf gegen ein bossmonster;;e;x
1;HUNTER/FERAL;0.03 %;;;;ersetzt;;x
1;UR;0.03 %;;;;unwichtig;;x
1;UP;0.03 %;;;;unwichtig;;x
1;WEEK,MOUNT,16+ACHIEVEMENTS;0.03 %;;;;ersetzt;;x
1;EXP+ELITE;0.03 %;;;;ersetzt;;x
1;14/16NHC;0.03 %;;;;ersetzt;;x
1;1XFC;0.03 %;;;;ersetzt;;x
1;LEIHEN;0.03 %;;;;unwichtig;;x
1;TANK1HEAL;0.03 %;;;;ersetzt;;x
1;LR1654;0.03 %;;;;ersetzt;;x
1;CHM;0.03 %;;;challenge mode;;e;x
1;89.163.171.130:10433;0.03 %;;;;unwichtig;;x
1;1RSHAMY+1WARLOCK;0.03 %;;;;ersetzt;;x
1;11G;0.03 %;;;;unwichtig;;x
1;489G;0.03 %;;;;unwichtig;;x
1;LOWRATING;0.03 %;entlehnung;;niedrige wertung;;e;x
1;MENSCHEN;0.03 %;;;;unwichtig;;x
1;BLUT-DK;0.03 %;mischkurzwort;;todesritter mit blutfertigkeitsbaum;klasse;e;x
1;ONFüR;0.03 %;;;;unwichtig;;x
1;DUMME;0.03 %;;;;unwichtig;;x
1;DUMMEN;0.03 %;;;;unwichtig;;x
1;BLöDE;0.03 %;;;;unwichtig;;x
1;1.8+LR;0.03 %;;;;ersetzt;;x
1;SINGLE;0.03 %;;;;unwichtig;;x
1;DMG;0.03 %;mischkurzwort;;damage;;e;x
1;HSCHAMI;0.03 %;mischkurzwort;schamane-wiederherstellung;schamane mit wiederherstellungsfertigkeitsbaum;klasse;;x
1;UNHOLY/FROST;0.03 %;;;;ersetzt;;x
1;SKILLUNG;0.03 %;entlehnung;;talentpunkteverteilung;;e;x
1;HEXER,FDK;0.03 %;;;;ersetzt;;x
1;ENDLICH;0.03 %;;;;unwichtig;;x
1;GOOOOOOGOGOGOGOGOGOGOGGOGOGO;0.03 %;iteration;;;;;x
1;SCHWäCHT;0.03 %;;;;unwichtig;;x
1;BUMMBOTER;0.03 %;;;;unwichtig;;x
1;HEALS(SHAMI/PALA;0.03 %;;;;ersetzt;;x
1;EUREM;0.03 %;;;;unwichtig;;x
1;EXO;0.03 %;;;;unwichtig;;x
1;7(16HC;0.03 %;;;;ersetzt;;x
1;TWINKGRP;0.03 %;entlehnung;;gruppe aus zweitcharakteren;;e;x
1;MOGU/HDA;0.03 %;;;;ersetzt;;x
1;MEHRFACHE;0.03 %;;;;unwichtig;;x
1;03.Apr;0.03 %;;;;unwichtig;;x
1;500+PVE;0.03 %;;;;ersetzt;;x
1;DUDU/SCHAMI;0.03 %;;;;ersetzt;;x
1;1(HEAL;0.03 %;;;;ersetzt;;x
1;%^&*!@;0.03 %;;;;unwichtig;;x
1;SUCHN;0.03 %;;;;ersetzt;;x
1;SAISON12;0.03 %;;;;unwichtig;;x
1;@#$;0.03 %;;;;unwichtig;;x
1;HEAL/MONK/SCHAMIE;0.03 %;;;;ersetzt;;x
1;HUNTER/SHADOW;0.03 %;;;;ersetzt;;x
1;GEPLANT;0.03 %;;;;unwichtig;;x
1;NAUCH;0.03 %;;;;unwichtig;;x
1;XPWWWWWWWWWWWW;0.03 %;;;;ersetzt;;x
1;R-DRUID;0.03 %;mischkurzwort;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;e;x
1;CHARXP;0.03 %;;;;ersetzt;;x
1;1HEILER;0.03 %;;;;ersetzt;;x
1;MONK/SHAM;0.03 %;;;;ersetzt;;x
1;25IGER;0.03 %;;;;ersetzt;;x
1;SHADOW/MONK;0.03 %;;;;ersetzt;;x
1;465GS;0.03 %;;;;ersetzt;;x
1;1.9EXP;0.03 %;;;;ersetzt;;x
1;12G;0.03 %;;;;unwichtig;;x
1;GETTING;0.03 %;;;;unwichtig;;x
1;HELDINNEN;0.03 %;;;;unwichtig;;x
1;GB;0.03 %;;;;unwichtig;;x
1;TS3-SERVER;0.03 %;;;;unwichtig;;x
1;HELDEN;0.03 %;;;;unwichtig;;x
1;ANOMALIE;0.03 %;;;;unwichtig;;x
1;ARENAPKT;0.03 %;;;;ersetzt;;x
1;HEUT;0.03 %;;;;unwichtig;;x
1;TROLLING;0.03 %;entlehnung;;absichtlich nervend;;e;x
1;POOL;0.03 %;;;;unwichtig;;x
1;INTERESSANTESTEN;0.03 %;;;;unwichtig;;x
1;SICHERER;0.03 %;;;;unwichtig;;x
1;MACHE;0.03 %;;;;unwichtig;;x
1;DIES;0.03 %;;;;unwichtig;;x
1;D3;0.03 %;;;;unwichtig;;x
1;TCM;0.03 %;;;;ersetzt;;x
1;SPIELERN;0.03 %;;;;unwichtig;;x
1;NEUGIERIG;0.03 %;;;;unwichtig;;x
1;24/40;0.03 %;;;;unwichtig;;x
1;INFORMATION;0.03 %;;;;unwichtig;;x
1;SOMEONE;0.03 %;;;;unwichtig;;x
1;THAT;0.03 %;;;;unwichtig;;x
1;GOT;0.03 %;;;;unwichtig;;x
1;ERFOLGEN;0.03 %;;;;ersetzt;;x
1;ALE;0.03 %;;;;unwichtig;;x
1;LR./W;0.03 %;;;;ersetzt;;x
1;1XTOP;0.03 %;;;;ersetzt;;x
1;ANGST1XTANK;0.03 %;;;;ersetzt;;x
1;GERMAN;0.03 %;;;;unwichtig;;x
1;NEWSPAPER;0.03 %;;;;unwichtig;;x
1;RDK;0.03 %;;;;unwichtig;;x
1;SMOOTH;0.03 %;;;;unwichtig;;x
1;ADDITIONAL;0.03 %;entlehnung;;eine zusätzliche monstergruppe;;e;x
1;MASSEN----TAUSCHE;0.03 %;;;;unwichtig;;x
1;MONEY;0.03 %;;;;unwichtig;;x
1;WANTS;0.03 %;;;;unwichtig;;x
1;EARN;0.03 %;;;;unwichtig;;x
1;TäGLICH;0.03 %;;;;unwichtig;;x
1;GEKLAPPT;0.03 %;;;;unwichtig;;x
1;1XDMGDRUIDE+RESTOSPEC;0.03 %;;;;ersetzt;;x
1;HEIST;0.03 %;;;;unwichtig;;x
1;GEGENSTAND;0.03 %;;;;unwichtig;;x
1;2400LR;0.03 %;;;;ersetzt;;x
1;HC/NHC;0.03 %;;;;ersetzt;;x
1;HUNTER/ELE;0.03 %;;;;ersetzt;;x
1;DPRIST;0.03 %;;;;ersetzt;;x
1;ABFARMEN;0.03 %;entlehnung;;ausbeuten bis alles erreicht ist;;e;x
1;1000RUF;0.03 %;;;;unwichtig;;x
1;FRAKION;0.03 %;;;;unwichtig;;x
1;BIG;0.03 %;;;;unwichtig;;x
1;BEING;0.03 %;;;;unwichtig;;x
1;SEASON?WHAT;0.03 %;;;;ersetzt;;x
1;WANT;0.03 %;;;;unwichtig;;x
1;ALLIANCE?DO;0.03 %;;;;unwichtig;;x
1;INTERESTING;0.03 %;;;;unwichtig;;x
1;BECOMING;0.03 %;;;;unwichtig;;x
1;SAVE;0.03 %;;;;unwichtig;;x
1;HIGH;0.03 %;;;;unwichtig;;x
1;ERSPIELEN;0.03 %;;;;unwichtig;;x
1;WORRI;0.03 %;;;;ersetzt;;x
1;HOCHZOCKEN;0.03 %;;;;unwichtig;;x
1;ALLEINE;0.03 %;;;;unwichtig;;x
1;RATINGS;0.03 %;;;;ersetzt;;x
1;3ER/5ER/RBG;0.03 %;;;;ersetzt;;x
1;COACHING;0.03 %;;;;unwichtig;;x
1;WODURCH;0.03 %;;;;unwichtig;;x
1;35/40;0.03 %;;;;unwichtig;;x
1;GS480;0.03 %;;;;ersetzt;;x
1;SEFESH;0.03 %;;;;unwichtig;;x
1;5HCS;0.03 %;;;;ersetzt;;x
1;VERY;0.03 %;;;;unwichtig;;x
1;GS:470;0.03 %;;;;ersetzt;;x
1;6/16HC;0.03 %;;;;ersetzt;;x
1;PBG;0.03 %;;;;unwichtig;;x
1;BGBOOST;0.03 %;;;;unwichtig;;x
1;Okt.15;0.03 %;;;;unwichtig;;x
1;10ER,W;0.03 %;;;;ersetzt;;x
1;SUMSEN;0.03 %;;;;unwichtig;;x
1;KONNTEST;0.03 %;;;;unwichtig;;x
1;PERSONEN;0.03 %;;;;unwichtig;;x
1;2.2XP;0.03 %;;;;ersetzt;;x
1;FDK487;0.03 %;;;;ersetzt;;x
1;T2-WARRI;0.03 %;;;;ersetzt;;x
1;FFUN;0.03 %;;;;ersetzt;;x
1;O.FRATING;0.03 %;;;;ersetzt;;x
1;TANKDUDU;0.03 %;;;;ersetzt;;x
1;GESUCHT/W;0.03 %;;;;ersetzt;;x
1;WL/OWL;0.03 %;;;;ersetzt;;x
1;46.4.168.135:9090;0.03 %;;;;unwichtig;;x
1;BTGESUCHT;0.03 %;;;;ersetzt;;x
1;S3;0.03 %;;;;unwichtig;;x
1;TOTENSCHäDEL}ARENA{TOTENSCHäDEL;0.03 %;;;;unwichtig;;x
1;KENNE;0.03 %;;;;unwichtig;;x
1;ANDERS;0.03 %;;;;unwichtig;;x
1;REICHEN;0.03 %;;;;unwichtig;;x
1;MITBRINGEN;0.03 %;;;;unwichtig;;x
1;UNTERSCHRIFTEN;0.03 %;;;;unwichtig;;x
1;GILDENGRüNDUNG;0.03 %;;;;unwichtig;;x
1;TASCHENGOLD;0.03 %;;;;unwichtig;;x
1;MINITJOSTBUSSARD;0.03 %;;;;unwichtig;;x
1;AUFZIEHRAKETENBOT;0.03 %;;;;unwichtig;;x
1;2,3+CHARXP(ARENA!!!)+T2;0.03 %;;;;ersetzt;;x
1;4K;0.03 %;;;;unwichtig;;x
1;MAGE/HUNTER/MONK;0.03 %;;;;ersetzt;;x
1;HAUSTIER;0.03 %;;;;unwichtig;;x
1;LVL25;0.03 %;;;;ersetzt;;x
1;ERSTER;0.03 %;;;;unwichtig;;x
1;G-GRUPPE;0.03 %;;;;ersetzt;;x
1;GEDULD;0.03 %;;;;unwichtig;;x
1;100G/STACK;0.03 %;;;;ersetzt;;x
1;79.133.47.4:4055;0.03 %;;;;unwichtig;;x
1;OFFEN?LFG;0.03 %;;;;ersetzt;;x
1;CPT;0.03 %;;;;unwichtig;;x
1;ENGLISCHES;0.03 %;;;;unwichtig;;x
1;ADAMANTITBARREN;0.03 %;;;;unwichtig;;x
1;SIMPLE;0.03 %;;;;unwichtig;;x
1;LEICHTER;0.03 %;;;;unwichtig;;x
1;DEMSELBEN;0.03 %;;;;unwichtig;;x
1;RDRUIDE/RSCHAMI/HP;0.03 %;;;;ersetzt;;x
1;JUWEMOUNT;0.03 %;entlehnung;;eine transportmöglichkeit, die ein juwelier herstellen kann;;e;x
1;GOOO;0.03 %;iteration;;;;;x
1;SRY;0.03 %;mischkurzwort;;sorry;;e;x
1;BELIEBEGES;0.03 %;;;;unwichtig;;x
1;DUELLEN;0.03 %;;;;unwichtig;;x
1;WORLD;0.03 %;;;;unwichtig;;x
1;NETHERROCHENLARVE;0.03 %;;;;unwichtig;;x
1;SPORENSEGLER;0.03 %;;;;unwichtig;;x
1;GOLDDRAENIT;0.03 %;;;;unwichtig;;x
1;MAGE,1;0.03 %;;;;ersetzt;;x
1;ONYXIA;0.03 %;;;;unwichtig;;x
1;UVM;0.03 %;;;;unwichtig;;x
1;BRUT;0.03 %;;;;unwichtig;;x
1;DI/DO/SO;0.03 %;;;;unwichtig;;x
1;TERMINE;0.03 %;;;;unwichtig;;x
1;1300LR;0.03 %;;;;ersetzt;;x
1;RT3}ICH;0.03 %;;;;unwichtig;;x
1;TS.INVINION.EU{RT3;0.03 %;;;;unwichtig;;x
1;AZSHARA;0.03 %;;;;unwichtig;;x
1;XENO206#2920;0.03 %;;;;unwichtig;;x
1;JOA;0.03 %;;;;unwichtig;;x
1;MüSTEST;0.03 %;;;;unwichtig;;x
1;ADDREN;0.03 %;;;;unwichtig;;x
1;PASSWORT{RT3;0.03 %;;;;unwichtig;;x
1;HUTNTER;0.03 %;;;;ersetzt;;x
1;SCHATTEN;0.03 %;;;;unwichtig;;x
1;FC(KRIEGER/DRUIDE;0.03 %;;;;ersetzt;;x
1;GILDENSTAMMPLATZ;0.03 %;;;;unwichtig;;x
1;2,2++K;0.03 %;;;;unwichtig;;x
1;3VS3!W;0.03 %;;;;ersetzt;;x
1;LW;0.03 %;mischkurzwort;;langeweile;;;x
1;WEHR;0.03 %;;;;unwichtig;;x
1;SOLDATEN;0.03 %;;;;unwichtig;;x
1;DD(MAGE;0.03 %;;;;ersetzt;;x
1;GILDENRAT;0.03 %;;;;unwichtig;;x
1;DK+R-SHAMY/DUDU;0.03 %;;;;ersetzt;;x
1;FORST;0.03 %;;;;unwichtig;;x
1;TIGER]/W;0.03 %;;;;unwichtig;;x
1;GRP(LR;0.03 %;;;;ersetzt;;x
1;WALDLäUFERBOGEN;0.03 %;;;;unwichtig;;x
1;4FACH;0.03 %;;;;unwichtig;;x
1;ELITEMODUS;0.03 %;;;;unwichtig;;x
1;MAGES;0.03 %;entlehnung;magier;magier;;e;x
1;GEISTEREISENERZE;0.03 %;;;;unwichtig;;x
1;FLäMMLINGSTUFE15;0.03 %;;;;unwichtig;;x
1;SHADOW/HOLY;0.03 %;;;;ersetzt;;x
1;99.72%;0.03 %;;;;unwichtig;;x
1;JUNGTIERZUSAMMEN;0.03 %;;;;unwichtig;;x
1;2MAL;0.03 %;;;;unwichtig;;x
1;ANNAHME;0.03 %;;;;unwichtig;;x
1;AUKTIONSHAUSGEBÜREN;0.03 %;;;;unwichtig;;x
1;HC?^^;0.03 %;;;;ersetzt;;x
1;RICHTUNG;0.03 %;;;;unwichtig;;x
1;ECHT;0.03 %;;;;unwichtig;;x
1;EGG/W;0.03 %;;;;ersetzt;;x
1;5VS.5;0.03 %;;;;unwichtig;;x
1;1.6K-1.9K;0.03 %;;;;unwichtig;;x
1;JUNGTIERFüR2,2K;0.03 %;;;;unwichtig;;x
1;EH;0.03 %;;;;unwichtig;;x
1;GELOCKT;0.03 %;;gesperrt;gesperrt;;e;x
1;BRINGT;0.03 %;;;;unwichtig;;x
1;2,3+CHARXP;0.03 %;;;;ersetzt;;x
1;T2/W;0.03 %;;;;ersetzt;;x
1;13/16;0.03 %;;;;unwichtig;;x
1;SHAMY/DROOD;0.03 %;;;;ersetzt;;x
1;STELLT;0.03 %;;;;unwichtig;;x
1;FROSTWOLD;0.03 %;;;;unwichtig;;x
1;GNOMENINGENIEUR;0.03 %;;;;unwichtig;;x
1;LOCKT;0.03 %;;gesperrt;gesperrt;;e;x
1;EN;0.03 %;;;;unwichtig;;x
1;DK/RETRY/FURY;0.03 %;;;;ersetzt;;x
1;GLüCKSPILZ;0.03 %;;;;unwichtig;;x
1;SAPHIRJUNGES1K;0.03 %;;;;unwichtig;;x
1;AUFZIEHGNOM1K;0.03 %;;;;unwichtig;;x
1;PREFER;0.03 %;;;;unwichtig;;x
1;18:40;0.03 %;;;;unwichtig;;x
1;MOGU´SHAN;0.03 %;;;;ersetzt;;x
1;ERZE;0.03 %;;;;unwichtig;;x
1;ZUVERLÄSSIG;0.03 %;;;;unwichtig;;x
1;ME!!!!!!!!!*****;0.03 %;;;;ersetzt;;x
1;LOCK/SPRIEST;0.03 %;;;;ersetzt;;x
1;B;0.03 %;;;;unwichtig;;x
1;TS-SEN;0.03 %;;;;unwichtig;;x
1;SAPHIRJUNGES1KAUFZIEHGNOM1K;0.03 %;;;;unwichtig;;x
1;SOLDATENJEWEILS;0.03 %;;;;unwichtig;;x
1;RAIDES;0.03 %;;;;ersetzt;;x
1;UNSERES;0.03 %;;;;unwichtig;;x
1;GATA;0.03 %;;;;unwichtig;;x
1;KEI;0.03 %;;;;unwichtig;;x
1;*****!!!!!!!!!!!KAUFE;0.03 %;;;;unwichtig;;x
1;GREIFT;0.03 %;;;;unwichtig;;x
1;DUNEKLMONDKARTEN;0.03 %;;;;unwichtig;;x
1;CHI-JI/W;0.03 %;;;;ersetzt;;x
1;BEVORZUGTE;0.03 %;;;;unwichtig;;x
1;FLäMMLINGZUSAMMEN;0.03 %;;;;unwichtig;;x
1;GEWINNT;0.03 %;;;;unwichtig;;x
1;STAUBT;0.03 %;;;;unwichtig;;x
1;VERSUCHTS;0.03 %;;;;unwichtig;;x
1;MYSTERIOUS;0.03 %;;;;unwichtig;;x
1;LINEUPS;0.03 %;entlehnung;;spieleraufstellung;;e;x
1;LOCK/SHADOW;0.03 %;;;;ersetzt;;x
1;BANKFÄCHERN;0.03 %;;;;unwichtig;;x
1;DK+R-SHAMY/DUD;0.03 %;;;;ersetzt;;x
1;WäCHTERJUNGES;0.03 %;;;;unwichtig;;x
1;DROOD/SHAMY;0.03 %;;;;ersetzt;;x
1;TRANSMOGRIFIZIEREN;0.03 %;;;;unwichtig;;x
1;AMN;0.03 %;;;;unwichtig;;x
1;GROßMARSCHALLS;0.03 %;;;;unwichtig;;x
1;WICHTIG;0.03 %;;;;unwichtig;;x
1;ARCHäOLOGIE;0.03 %;;;;unwichtig;;x
1;BOOST´S;0.03 %;;;;ersetzt;;x
1;BAUM;0.03 %;;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;;x
1;AUFGEFüHRTE;0.03 %;;;;unwichtig;;x
1;MOMENTAN;0.03 %;;;;unwichtig;;x
1;BRUSTPLATTE;0.03 %;;;;unwichtig;;x
1;GLORREICHER;0.03 %;;;;unwichtig;;x
1;AUSWEICHENS;0.03 %;;;;unwichtig;;x
1;GLORREICHE;0.03 %;;;;unwichtig;;x
1;RSCHAM;0.03 %;;;;ersetzt;;x
1;2V2!?W;0.03 %;;;;ersetzt;;x
1;BG-GRUPPE;0.03 %;mischkurzwort;;schlachtfeldgruppe;;e;x
1;GEISTEREISENERZ20G;0.03 %;;;;unwichtig;;x
1;475VOLL;0.03 %;;;;unwichtig;;x
1;BM/MM;0.03 %;;;;ersetzt;;x
1;WARR/DK/FERAL;0.03 %;;;;ersetzt;;x
1;GüNSTIGES;0.03 %;;;;unwichtig;;x
1;WUNSCH;0.03 %;;;;unwichtig;;x
1;TRANSMOGG;0.03 %;;;;ersetzt;;x
1;EUER;0.03 %;;;;unwichtig;;x
1;IRGENTWO;0.03 %;;;;unwichtig;;x
1;ALTES;0.03 %;;;;unwichtig;;x
1;ZEUG;0.03 %;;;;unwichtig;;x
1;DD(KATZE,SCHURKE,MONK;0.03 %;;;;ersetzt;;x
1;489ILVL;0.03 %;;;;ersetzt;;x
1;LR:1795;0.03 %;;;;ersetzt;;x
1;GUPE;0.03 %;;;;unwichtig;;x
1;PRYDEX;0.03 %;;;;unwichtig;;x
1;1MELEE;0.03 %;;;;ersetzt;;x
1;ZORNBALGBEINRüSTUNG;0.03 %;;;;unwichtig;;x
1;GDH;0.03 %;;;;unwichtig;;x
1;SELTENES;0.03 %;;;;unwichtig;;x
1;SELBST;0.03 %;;;;unwichtig;;x
1;AUFWERTEN;0.03 %;;;;unwichtig;;x
1;ü.10,5K;0.03 %;;;;unwichtig;;x
1;2250LR;0.03 %;;;;ersetzt;;x
1;WM;0.03 %;;;;ersetzt;;x
1;PVPILVL;0.03 %;;;;ersetzt;;x
1;CLAR;0.03 %;;;;ersetzt;;x
1;XP,HAB;0.03 %;;;;ersetzt;;x
1;W7;0.03 %;;;;unwichtig;;x
1;30MAL;0.03 %;;;;unwichtig;;x
1;NHC(OHNE;0.03 %;;;;ersetzt;;x
1;VORALLEM;0.03 %;;;;unwichtig;;x
1;GEGRüNDETE;0.03 %;;;;unwichtig;;x
1;PWNT;0.03 %;mischkurzwort;;pwnd, abgezogen werden;;e;x
1;MOTHER;0.03 %;;;;unwichtig;;x
1;HESSONIT;0.03 %;;;;unwichtig;;x
1;2ER/3ER/5ER;0.03 %;;;;unwichtig;;x
1;DABEI;0.03 %;;;;unwichtig;;x
1;VERLIEß;0.03 %;;;;unwichtig;;x
1;CHABOS;0.03 %;;;;unwichtig;;x
1;GRUPPE???LFG;0.03 %;;;;ersetzt;;x
1;LOSE;0.03 %;;;;unwichtig;;x
1;2436/3ER;0.03 %;;;;unwichtig;;x
1;EUKLID;0.03 %;;;;unwichtig;;x
1;ANFORDERUNG;0.03 %;;;;unwichtig;;x
1;2100LR;0.03 %;;;;ersetzt;;x
1;HELFER;0.03 %;;;;unwichtig;;x
1;AHNUNG;0.03 %;;;;unwichtig;;x
1;AUSRüSTUNG;0.03 %;;;;unwichtig;;x
1;PASSENDEN;0.03 %;;;;unwichtig;;x
1;AUFNAHMEBEDINGUNGEN;0.03 %;;;;unwichtig;;x
1;MOG;0.03 %;;;;ersetzt;;x
1;STRONK;0.03 %;;;;unwichtig;;x
1;MINIONS;0.03 %;entlehnung;;diener;;e;x
1;RET(2,3;0.03 %;;;;unwichtig;;x
1;BLENDET;0.03 %;;;;unwichtig;;x
1;FUNKT;0.03 %;;;;unwichtig;;x
1;F4;0.03 %;;;;unwichtig;;x
1;INNUENDO;0.03 %;;;;unwichtig;;x
1;MUSS.LFG;0.03 %;;;;ersetzt;;x
1;SCREEN;0.03 %;entlehnung;;screenshot;;e;x
1;SEHEN;0.03 %;;;;unwichtig;;x
1;FRü;0.03 %;;;;unwichtig;;x
1;NOZDORMU;0.03 %;;;;unwichtig;;x
1;CHAMPION;0.03 %;;;;unwichtig;;x
1;2V2-GAMES;0.03 %;;;;unwichtig;;x
1;LR1,5;0.03 %;;;;ersetzt;;x
1;2022LR;0.03 %;;;;ersetzt;;x
1;GS485;0.03 %;;;;ersetzt;;x
1;1FDK;0.03 %;;;;ersetzt;;x
1;GRPS;0.03 %;;;;ersetzt;;x
1;DENEN;0.03 %;;;;unwichtig;;x
1;GEGEART;0.03 %;entlehnung;;ausgerüstet;;e;x
1;481ILVL;0.03 %;;;;ersetzt;;x
1;OFF/-DEF-WARRI;0.03 %;;;;ersetzt;;x
1;HSCHAMI/PALA;0.03 %;;;;ersetzt;;x
1;MAGE/HEXER;0.03 %;;;;ersetzt;;x
1;SPONSORT^^;0.03 %;;;;ersetzt;;x
1;485EQ;0.03 %;;;;ersetzt;;x
1;RSHMAN;0.03 %;;;;ersetzt;;x
1;WEM;0.03 %;;;;unwichtig;;x
1;CAPGRP;0.03 %;;;;ersetzt;;x
1;4DD'S;0.03 %;;;;ersetzt;;x
1;85ER;0.03 %;;;;unwichtig;;x
1;DUDU),3HEILER,FDK;0.03 %;;;;ersetzt;;x
1;SHADOW,EULE;0.03 %;;;;ersetzt;;x
1;NONHERO;0.03 %;;;;ersetzt;;x
1;HC'S;0.03 %;klammerwort;heroisch;heroics;filter1;e;x
1;DISC/NW;0.03 %;;;;ersetzt;;x
1;ROBOPIEPS;0.03 %;;;;unwichtig;;x
1;LAMM;0.03 %;;;;unwichtig;;x
1;ELWYNN;0.03 %;;;;unwichtig;;x
1;DURCHRUSHEN;0.03 %;entlehnung;;durcheilen;;e;x
1;TRANSMU;0.03 %;;;;unwichtig;;x
1;EQUIPPED;0.03 %;entlehnung;;ausgerüstet;;e;x
1;OD;0.03 %;;;;unwichtig;;x
1;EULE/HEXER/HEAL;0.03 %;;;;ersetzt;;x
1;FROST-MAGE;0.03 %;entlehnung;magier-frost;magier mit frostfertigkeitsbaum;klasse;e;x
1;PROC;0.03 %;mischkurzwort;;programmed random occurence;;e;x
1;ALCHEMIE;0.03 %;;;;unwichtig;;x
1;TRANSMUTIEREN;0.03 %;;;;unwichtig;;x
1;SCHARLACHROTEN;0.03 %;;;;unwichtig;;x
1;TODESSTREITROSSES;0.03 %;;;;unwichtig;;x
1;2'1XP;0.03 %;;;;ersetzt;;x
1;1'8;0.03 %;;;;unwichtig;;x
1;J4FUN;0.03 %;homophone abkürzung;spass;nur zum spass;filter1;e;x
1;WUNDERLAMPE;0.03 %;;;;unwichtig;;x
1;10STäRKE/10PVPPOWER;0.03 %;;;;unwichtig;;x
1;2.3LR;0.03 %;;;;ersetzt;;x
1;1K6/2K1;0.03 %;;;;unwichtig;;x
1;BILLGER;0.03 %;;;;unwichtig;;x
1;BOGEN;0.03 %;;;;unwichtig;;x
1;RSCHAMY;0.03 %;;;;ersetzt;;x
1;ARENA-CAP;0.03 %;;;;ersetzt;;x
1;490EQ;0.03 %;;;;ersetzt;;x
1;MADNESS;0.03 %;;;;unwichtig;;x
1;URALTEM;0.03 %;;;;unwichtig;;x
1;CAP,T1;0.03 %;;;;ersetzt;;x
1;W/ME;0.03 %;;;;ersetzt;;x
1;MATS+TG;0.03 %;;;;ersetzt;;x
1;RBG]{RT1}{RT6;0.03 %;;;;ersetzt;;x
1;2K1;0.03 %;;;;unwichtig;;x
1;40%;0.03 %;;;;unwichtig;;x
1;AT;0.03 %;;;;unwichtig;;x
1;END;0.03 %;;;;unwichtig;;x
1;RBG´S,RND;0.03 %;;;;ersetzt;;x
1;DIESTUFE;0.03 %;;;;unwichtig;;x
1;RBG(2K;0.03 %;;;;ersetzt;;x
1;2S(1K65;0.03 %;;;;unwichtig;;x
1;3S(1K5;0.03 %;;;;unwichtig;;x
1;NOT;0.03 %;;;;unwichtig;;x
1;MISS;0.03 %;;;;unwichtig;;x
1;480EQ;0.03 %;;;;ersetzt;;x
1;2200LR;0.03 %;;;;ersetzt;;x
1;PUSHT;0.03 %;entlehnung;vorantreiben;vorantreiben;;e;x
1;PUSCH;0.03 %;;;;ersetzt;;x
1;RB;0.03 %;;;;unwichtig;;x
1;CHANCE;0.03 %;;;;unwichtig;;x
1;2,5XP;0.03 %;;;;ersetzt;;x
1;480+T2;0.03 %;;;;unwichtig;;x
1;JUNLGE/KITTY/SHADOW+FERAL;0.03 %;;;;ersetzt;;x
1;SERVER:TIRION;0.03 %;;;;unwichtig;;x
1;POV/HPALA/WARRI/MAGE;0.03 %;;;;ersetzt;;x
1;MAKELLOSER;0.03 %;;;;unwichtig;;x
1;MAGE/OWL/DK;0.03 %;;;;ersetzt;;x
1;ZAHLEN;0.03 %;;;;unwichtig;;x
